MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ATTRIBUTE_Station	ATTRIBUTE_FilterSize	ATTRIBUTE_Depth	UniqueSubjectID.1	Unnamed: 35	Filter_name	Station	Depth[m]	Feature	Date	FilterSize(um)	Filtercolor	Comment	Labels_metabolomics	Seemsemptyafternegativerun	Ordertoprocess	Jacileastpriority	#Teflonvial	DateExtractionStep1	CommentExtractionStep1	DateExtractionStep2	CommentsExtractionStep2	PPLserial/lot#	DateExtractionStep3	CommentsExtractionStep3	MS_pos_ID	sampleID	Notes for rerunning	ATTRIBUTE_SampleType	Exclude	Category	Filter_size	Category_Filtersize	Category_Station	Category_vol	Filter_size_vol	Category_Filtersize_vol	Category_Station_vol	Deployment	Pump	Note	CombinedGaugeInitial	GFFGaugeInitial[FH#1]	SuporGaugeInitial[FH#2]	CombinedGaugeFinal	GFFGaugeFinal[25000020]	SuporGaugeFinal[25000022]	CombinedGaugeDifference	GFFGaugeDifference	SuporGaugeDifference
MSV000092225	52_2_20.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/16/2018	Mexico	not applicable	17.5|-107.22	-20.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-20.0	MSV000092225_not applicable	52_2_20.mzML	52_2_20	2.0	20.0	Surface	6/16/2018	52.0		*Irina read these off gauges, did not get final tenth of L	ETNP18_filter		!	4.0	6.0	5/3/2023	colorless shiny cover			6636854-02			52_2_20.mzML	52_2_20		52		Surface	52	Surface_52	Surface_2	Surface	52.0	Surface_52	Surface_2	6.0	Horizontal	*Irina read these off gauges, did not get final tenth of L	7060.0	11520.0	3580.0	7193.0	11821.0	3804.0	133.0	301.0	224.0
MSV000092225	52_2_300.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.23	-300.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-300.0	MSV000092225_not applicable	52_2_300.mzML	52_2_300	2.0	300.0	Deep ODZ	6/15/2018	52.0	very pale brown		ETNP18_filter		!	2.0	4.0	5/15/2023	moisture but very little cover, faint black spotting				5/16/2023		52_2_300.mzML	52_2_300		52		AMZ	52	AMZ_52	AMZ_2	AMZ	52.0	AMZ_52	AMZ_2	3.0	Vertical		204799.0	135816.0	67508.0	205806.0	136653.0	67673.0	1007.0	837.0	165.0
MSV000092225	52_2_70.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/16/2018	Mexico	not applicable	17.5|-107.24	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	52_2_70.mzML	52_2_70	2.0	70.0	Primary Chl max	6/16/2018	52.0	light with brown specks	*Irina read these off gauges, did not get final tenth of L	ETNP18_filter		!		3.0	5/8/2023	(one of the duplicates was an empty cryovial) minimal color change. slight brown spotting and even more minimal red spotting			6636854-02	5/10/2023		52_2_70.mzML	52_2_70		52		Surface	52	Surface_52	Surface_2	Surface	52.0	Surface_52	Surface_2	6.0	Vertical	*Irina read these off gauges, did not get final tenth of L	207560.0	137980.0	68080.0	208112.0	138339.0	68279.0	552.0	359.0	199.0
MSV000092225	52_2_80_20230524095443.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.25	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	52_2_80_20230524095443.mzML	52_2_80_empty2	2.0	80.0	Oxycline	6/15/2018	52.0	light brown with specks		ETNP18_filter				6.0	4/26/2023	mostly clear and slimy, some small brown spots			6636854-02			52_2_80_20230524095443.mzML	52_2_80_empty2	yes, but both runs seem empty	excluded		Surface	52	Surface_52	Surface_2	Surface	52.0	Surface_52	Surface_2	5.0	Horizontal		6843.0	10892.0	3392.0	7060.0	11520.0	3580.0	217.0	628.0	188.0
MSV000092225	52_2_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/15/2018	Mexico	not applicable	17.5|-107.26	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	52_2_80.mzML	52_2_80_empty	2.0	80.0	Oxycline	6/15/2018	52.0	light brown with specks		ETNP18_filter				6.0	4/26/2023	mostly clear and slimy, some small brown spots			6636854-02			52_2_80.mzML	52_2_80_empty	yes, but both runs seem empty	excluded		Surface	52	Surface_52	Surface_2	Surface	52.0	Surface_52	Surface_2	5.0	Horizontal		6843.0	10892.0	3392.0	7060.0	11520.0	3580.0	217.0	628.0	188.0
MSV000092225	52_3_130.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/19/2018	Mexico	not applicable	18.5|-108.14	-10.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-10.0	MSV000092225_not applicable	52_3_130.mzML	52_3.5_10	3.5	10.0	Primary Chl max	6/19/2018	52.0		failed pump, Supor Gauge Difference: 23	ETNP18_filter		1	2.0	9.0	3/9/2023							52_35_10.mzML	52_35_10		52		Surface	52	Surface_52	Surface_3.5																
MSV000092225	52_3_150.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.15	-25.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-25.0	MSV000092225_not applicable	52_3_150.mzML	52_3.5_25	3.5	25.0	Oxycline	6/20/2018	52.0	lots of specks		ETNP18_filter		!		10.0	5/11/2023	brown color, inconsistent cover with spotting				5/15/2023	may need to be desalinated	52_35_25.mzML	52_35_25		52		Surface	52	Surface_52	Surface_3.5	Surface	52.0	Surface_52	Surface_3.5	11.0	Vertical		210809.0	140396.0	68890.0	211633.0	141074.0	69029.0	824.0	678.0	139.0
MSV000092225	52_3_180.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.16	-50.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-50.0	MSV000092225_not applicable	52_3_180.mzML	52_3.5_50	3.5	50.0	Secondary Chl Max	6/20/2018	52.0	sandy brown		ETNP18_filter				9.0	5/8/2023	faint brown color, some brown spotting			6636854-02	5/10/2023		52_35_50_x.mzML	52_35_50_x		52		Surface	52	Surface_52	Surface_3.5	SurfaceorAMZ	52.0	Surface_52	Surface_3.5	12.0	Horizontal		7945.0	13851.0	4652.0	8008.0	13950.0	4795.0	63.0	99.0	143.0
MSV000092225	52_3_20.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/20/2018	Mexico	not applicable	18.5|-108.17	-80.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-80.0	MSV000092225_not applicable	52_3_20.mzML	52_3.5_80	3.5	80.0	Secondary Nitrite Max	6/20/2018	52.0	light sandy brown		ETNP18_filter				3.0	5/16/2023	moisture and inconsistent cover, brown color				5/17/2023	considerable amount of time	52_35_80.mzML	52_35_80		52		AMZ	52	AMZ_52	AMZ_3.5	AMZ	52.0	AMZ_52	AMZ_3.5	12.0	Vertical		211633.0	141074.0	69029.0	212499.0	141758.0	69205.0	866.0	684.0	176.0
MSV000092225	52_3_300.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-126	-130.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-130.0	MSV000092225_not applicable	52_3_300.mzML	52_3_130	3.0	130.0	Secondary Chl Max	6/17/2018	52.0	pale green/tan		ETNP18_filter		!		7.0	5/11/2023	shiny, mostly colorless, some brown spotting				5/15/2023	added internal standard? may need to be desalinated	52_3_130.mzML	52_3_130		52		AMZ	52	AMZ_52	AMZ_3	AMZ	52.0	AMZ_52	AMZ_3	9.0	Horizontal		7533.0	12673.0	4253.0	7762.0	13382.0	4421.0	229.0	709.0	168.0
MSV000092225	52_3_70_Blank.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-127	-150.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-150.0	MSV000092225_not applicable	52_3_70_Blank.mzML	52_3_150	3.0	150.0	Incubation Expt Depth	6/17/2018	52.0	pale yellow with very few specks	*Irina read these off gauges, did not get final tenth of L	ETNP18_filter		!		9.0	4/26/2023	almost clear, very pale brown, minimal brown spots			6636854-02			52_3_150.mzML	52_3_150		52		AMZ	52	AMZ_52	AMZ_3	AMZ	52.0	AMZ_52	AMZ_3	8.0	Horizontal	*Irina read these off gauges, did not get final tenth of L	7390.0	12370.0	4000.0	7533.0	12673.0	4253.0	143.0	303.0	253.0
MSV000092225	52_3_70.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-128	-180.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-180.0	MSV000092225_not applicable	52_3_70.mzML	52_3_180	3.0	180.0	ODZ below the Secondary Chl max	6/17/2018	52.0	light tan		ETNP18_filter		!		9.0	5/3/2023	very faint brown color change, some faint brown spotting			6636854-02			52_3_180.mzML	52_3_180		52		AMZ	52	AMZ_52	AMZ_3	AMZ	52.0	AMZ_52	AMZ_3	9.0	Vertical		209071.0	139049.0	68518.0	209951.0	139737.0	68697.0	880.0	688.0	179.0
MSV000092225	52_3_90.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-129	-20.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-20.0	MSV000092225_not applicable	52_3_90.mzML	52_3_20	3.0	20.0	Surface	6/17/2018	52.0	very pale brown	*Lost the digital data	ETNP18_filter		1		6.0	5/8/2023	liquid is present but no discernable color change			6636854-02	5/10/2023		52_3_20.mzML	52_3_20		52		Surface	52	Surface_52	Surface_3	Surface	52.0	Surface_52	Surface_3	7.0	Horizontal	*Lost the digital data	7193.0	11821.0	3804.0	7390.0	12370.0	4000.0	197.0	549.0	196.0
MSV000092225	52_35_10.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-130	-300.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-300.0	MSV000092225_not applicable	52_35_10.mzML	52_3_300	3.0	300.0	Deep ODZ	6/17/2018	52.0	very light		ETNP18_filter		!		9.0	5/2/2023	moisture present but no color			6636854-02			52_3_300.mzML	52_3_300		52		AMZ	52	AMZ_52	AMZ_3	AMZ	52.0	AMZ_52	AMZ_3	8.0	Vertical		208608.0	138825.0	68279.0	209071.0	139049.0	68518.0	463.0	224.0	239.0
MSV000092225	52_35_25.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-131	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	52_35_25.mzML	52_3_70	3.0	70.0	Primary Chl max	6/17/2018	52.0	tan with spots		ETNP18_filter		!		7.0	5/15/2023	inconsistent cover, brown spotting				5/16/2023		52_3_70.mzML	52_3_70		52		Surface	52	Surface_52	Surface_3	Surface	52.0	Surface_52	Surface_3	10.0	Horizontal		7762.0	13382.0	4421.0	7914.0	13758.0	4629.0	152.0	376.0	208.0
MSV000092225	52_35_50_x.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/18/2018	Mexico	not applicable	17|-132	-70.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-70.0	MSV000092225_not applicable	52_35_50_x.mzML	52_3_70_Blank	3.0	70.0	Primary Chl max	6/18/2018	52.0		failed pump, Supor Gauge Difference: 0	ETNP18_filter				6.0	3/9/2023						spilled 1-2ml	52_3_70_Blank.mzML	52_3_70_Blank		McLane_Blank		McLane_Blank	52_McLane_Filter	52_McLane_Filter	52_McLane_Filter																
MSV000092225	52_35_80.mzML	environmental	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6/17/2018	Mexico	not applicable	17|-133	-90.0	not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter			-90.0	MSV000092225_not applicable	52_35_80.mzML	52_3_90	3.0	90.0	Oxycline	6/17/2018	52.0	tan with brown specks		ETNP18_filter		!		10.0	5/15/2023	moisture but inconsistent cover, brown spotting				5/16/2023		52_3_90.mzML	52_3_90		52		Surface	52	Surface_52	Surface_3	Surface	52.0	Surface_52	Surface_3	10.0	Vertical		209951.0	139737.0	68697.0	210809.0	140396.0	68890.0	858.0	659.0	193.0
MSV000092225	Nitex_Blank_1.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Nitex_Blank_1.mzML	Nitex_Blank_1								ETNP18_filter				4.0	5/17/2023					5/18/2023		Nitex_Blank_1.mzML	Nitex_Blank_1		Blank		Blank	Nitex	Nitex	Nitex																
MSV000092225	Nitex_Blank_2.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Nitex_Blank_2.mzML	Nitex_Blank_2								ETNP18_filter				5.0	5/17/2023					5/18/2023		Nitex_Blank_2.mzML	Nitex_Blank_2		Blank		Blank	Nitex	Nitex	Nitex																
MSV000092225	PPL_Blank_1.mzML	blank_extraction	blank_extraction	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	PPL_Blank_1.mzML	PPL_Blank_1								ETNP18_filter				10.0	5/3/2023				6636854-02			PPL_Blank_1.mzML	PPL_Blank_1		Blank		Blank	PPL	PPL	PPL																
MSV000092225	PPL_Blank_2.mzML	blank_extraction	blank_extraction	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	PPL_Blank_2.mzML	PPL_Blank_2								ETNP18_filter				10.0	5/8/2023				6636854-02			PPL_Blank_2.mzML	PPL_Blank_2		Blank		Blank	PPL	PPL	PPL																
MSV000092225	PPL_Blank_3.mzML	blank_extraction	blank_extraction	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	PPL_Blank_3.mzML	PPL_Blank_3								ETNP18_filter				4.0	5/16/2023					5/17/2023		PPL_Blank_3.mzML	PPL_Blank_3		Blank		Blank	PPL	PPL	PPL																
MSV000092225	Spinach_carotenoids_pH2.mzML	food	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Spinach_carotenoids_pH2.mzML	Spinach_carotenoids																				Spinach_carotenoids_pH2.mzML	Spinach_carotenoids_pH2		Spinach		Spinach	Spinach	Spinach	Spinach																
MSV000092225	Spinach_carotenoids.mzML	food	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Spinach_carotenoids.mzML	Spinach_carotenoids_pH2														1/4 of 300g spinach extraction						Spinach_carotenoids.mzML	Spinach_carotenoids		Spinach		Spinach	Spinach	Spinach	Spinach																
MSV000092225	Spinach_Chla_pH2.mzML	food	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Spinach_Chla_pH2.mzML	Spinach_Chla														1/8 of 300g spinach extraction, not completely redissolved (some green residue on glas vial)						Spinach_Chla_pH2.mzML	Spinach_Chla_pH2		Spinach		Spinach	Spinach	Spinach	Spinach																
MSV000092225	Spinach_Chla.mzML	food	particulateorganicmatter	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Spinach_Chla.mzML	Spinach_Chla_pH2														1/8 of 300g spinach extraction, not completely redissolved (some green residue on glas vial)						Spinach_Chla.mzML	Spinach_Chla		Spinach		Spinach	Spinach	Spinach	Spinach																
MSV000092225	Supor_Blank_1.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Supor_Blank_1.mzML	Supor_Blank_1								ETNP18_filter				2.0	5/17/2023	3 x 25mm 0.2 Supor				5/18/2023		Supor_Blank_1.mzML	Supor_Blank_1		Blank		Blank	Supor	Supor	Supor																
MSV000092225	Supor_Blank_2.mzML	blank_analysis	blank_analysis	not applicable	2023.0	liquid, solid phase extraction (PPL)	methanol (100%)	Sulfadimethoxine-d6	Q Exactive|MS:1001911	electron ionization	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		Mexico	not applicable			not applicable	MSV000092225_not applicable	not applicable	not applicable	marine biome	particulate organic matter				MSV000092225_not applicable	Supor_Blank_2.mzML	Supor_Blank_2								ETNP18_filter	x			3.0	5/17/2023	3 x 25mm 0.2 Supor				5/18/2023		Supor_Blank_2.mzML	Supor_Blank_2		Blank		Blank	Supor	Supor	Supor																
