MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	id
MSV000090950	P2_C4_331_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	331.T0.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_331.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	123
MSV000090950	P2_C5_303_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	303.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_303.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	124
MSV000090950	P2_C6_311_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	311.T0.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_311.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	125
MSV000090950	P2_C7_104_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	104.T12.I	0.958333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_104.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	126
MSV000090950	P2_C8_124_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	124.T0.I	1.008333	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_124.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	127
MSV000090950	P2_C9_134_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	134.T0.I	1.026711	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_134.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	128
MSV000090950	P2_C10_212_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	212.T0.I	1.14444	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2022	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_212.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	129
MSV000090950	P2_C11_234_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	234.T0.I	0.966667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_234.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	130
MSV000090950	P2_C12_Blank_1.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	131
MSV000090950	P2_D1_330_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	330.T20.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_330.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	132
MSV000090950	P2_D2_322_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	322.T20.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_322.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	133
MSV000090950	P2_D3_302_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	302.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_302.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	134
MSV000090950	P2_D4_307_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	307.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_307.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	135
MSV000090950	P2_D5_310_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	310.T0.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_310.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	136
MSV000090950	P2_D6_Blank_1.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	137
MSV000090950	P2_D7_105_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	105.T12.I	0.958333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_105.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	138
MSV000090950	P2_D8_121_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	121.T12.I	1	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_121.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	139
MSV000090950	P2_D9_135_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	135.T12.I	1.025	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_135.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	140
MSV000090950	P2_D10_216_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	216.T0.I	1.041667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_216.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	141
MSV000090950	P2_D11_250_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	250.T12.I	1.058333	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_250.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	142
MSV000090950	P2_D12_Blank_2.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	143
MSV000090950	P2_E1_305_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	305.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_305.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	144
MSV000090950	P2_E2_301_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	301.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_301.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	145
MSV000090950	P2_E3_321_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	321.T0.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_321.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	146
MSV000090950	P2_E4_330_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	330.T0.S	1.103372	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_330.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	147
MSV000090950	P2_E5_322_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	322.T0.S	0.999332	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_322.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	148
MSV000090950	P2_E6_Blank_2.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	149
MSV000090950	P2_E7_105_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	106.T12.I	0.983333	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_106.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	150
MSV000090950	P2_E8_120_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	120.T0.I	0.98838	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_120.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	151
MSV000090950	P2_E9_136_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	136.T0.I	1.026711	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_136.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	152
MSV000090950	P2_E10_217_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	217.T12.I	1.05	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_217.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	153
MSV000090950	P2_E11_208_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	208.T12.I	1.05	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_208.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	154
MSV000090950	P2_E12_Blank_3.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	155
MSV000090950	P2_F1_335_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	335.T20.S	0.89803	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_335.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	156
MSV000090950	P2_F2_332_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	332.T20.S	0.982905	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_332.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	157
MSV000090950	P2_F3_323_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	323.T0.S	0.999332	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_323.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	158
MSV000090950	P2_F4_305_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	305.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_305.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	159
MSV000090950	P2_F5_301_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	301.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_301.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	160
MSV000090950	P2_F6_Blank_3.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	161
MSV000090950	P2_F7_107_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	107.T0.I	0.985642	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_107.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	162
MSV000090950	P2_F8_125_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	125.T12.I	1	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_125.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	163
MSV000090950	P2_F9_145_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	145.T12.I	1.008333	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	12/7/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_145.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	164
MSV000090950	P2_F10_218_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	218.T12.I	1.141667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_218.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	165
MSV000090950	P2_F11_320_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	320.T12.I	1.058333	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_320.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	166
MSV000090950	P2_F12_Blank_4.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	167
MSV000090950	P2_G1_304_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	304.T20.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_304.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	168
MSV000090950	P2_G2_314_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	314.T20.S	1.065041	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_314.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	169
MSV000090950	P2_G3_308_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	308.T0.S	1.136227	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_308.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	170
MSV000090950	P2_G4_335_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	335.T0.S	0.89803	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_335.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	171
MSV000090950	P2_G5_332_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	332.T0.S	0.982905	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_332.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	172
MSV000090950	P2_G6_Blank_4.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	173
MSV000090950	P2_G7_108_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	108.T0.I	0.966667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/22/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_108.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	174
MSV000090950	P2_G8_126_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	126.T12.I	1	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2020	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_126.T12.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	175
MSV000090950	P2_G9_210_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	210.T0.I	0.966667	female	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_210.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	176
MSV000090950	P2_G10_219_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	219.T0.I	1.141667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	4/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_219.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	177
MSV000090950	P2_G11_321_T1.mzML	animal	tissue	10090|Mus musculus	2022	solid material, frozen	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	321.T0.I	0.991667	male	ileum	not applicable	not specified	Alzheimer's disease	not specified	11/23/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_321.T0.I	Infancy (<2 yrs)	UBERON:0002116	DOID:10652	178
MSV000090950	P2_G12_Blank_5.mzML	blank_analysis	blank_analysis	10090|Mus musculus	2022	not applicable	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	not applicable	not applicable	not applicable	not applicable	not applicable	not specified	Alzheimer's disease	not specified	not applicable	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_not applicable	not applicable	not applicable	DOID:10652	179
MSV000090950	P2_H1_325_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	325.T20.S	1.108848	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_325.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	180
MSV000090950	P2_H2_319_20.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	319.T20.S	1.065041	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_319.T20.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	181
MSV000090950	P2_H3_320_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	320.T0.S	1.065041	female	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_320.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	182
MSV000090950	P2_H4_304_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	304.T0.S	1.136227	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_304.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	183
MSV000090950	P2_H5_314_0.mzML	animal	biofluid	10090|Mus musculus	2022	feces	methanol-water (1:1)	sulfamethazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	314.T0.S	1.065041	male	feces	not applicable	not specified	Alzheimer's disease	not specified	11/27/2021	United States of America	not applicable	not applicable	not applicable	not applicable	MSV000090950_314.T0.S	Infancy (<2 yrs)	UBERON:0001988	DOID:10652	184
