MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_SampleTypeSub1	ATTRIBUTE_PlantStage	PlantID	ATTRIBUTE_Temperature	ATTRIBUTE_Tank	ENVOEnvironmentBiome.1	ENVOEnvironmentMaterial.1	ENVOEnvironmentBiomeIndex.1	ENVOEnvironmentMaterialIndex.1
MSV000098257	extr144_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3029	6c	3	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr145_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr146_321.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	835	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr147_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3044	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr148_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3098	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr149_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3109	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr150_211.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3054	Amb	4	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr151_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3063	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr152_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3041	3c	5	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr153_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3055	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr154_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3056	3c	5	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr155_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3102	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr156_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3013	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr157_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr158_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3089	3c	5	seagrass bed	root	ENVO:01000059	
MSV000098257	extr159_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3004	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr160_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3008	3c	5	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr161_221.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	249	Amb	1	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr162_123.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	299	3c	2	seagrass bed	root	ENVO:01000059	
MSV000098257	extr163_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	642	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr164_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	392	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr165_321.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	522	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr166_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3042	Amb	4	seagrass bed	root	ENVO:01000059	
MSV000098257	extr167_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3072	3c	5	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr168_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3034	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr169_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr170_126.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	514	6c	6	seagrass bed	root	ENVO:01000059	
MSV000098257	extr171_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3102	6c	6	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr172_221.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	835	Amb	1	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr173_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3054	Amb	4	seagrass bed	root	ENVO:01000059	
MSV000098257	extr174_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3044	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr175_313.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3094	3c	2	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr176_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3061	Amb	4	seagrass bed	root	ENVO:01000059	
MSV000098257	extr177_226.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	2005	6c	3	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr178_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3061	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr179_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3020	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr180_226.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	89	6c	6	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr181_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr182_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3011	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr183_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3083	3c	2	seagrass bed	root	ENVO:01000059	
MSV000098257	extr184_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3012	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr185_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3008	3c	5	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr186_223.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	498	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr187_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	674	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr188_126.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	392	6c	6	seagrass bed	root	ENVO:01000059	
MSV000098257	extr189_226.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	392	6c	6	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr190_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3042	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr191_123.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	553	3c	2	seagrass bed	root	ENVO:01000059	
MSV000098257	extr192_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3074	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr193_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr194_126.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	674	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr195_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3034	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr196_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3074	6c	6	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr197_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	1084	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr198_126.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	2005	6c	3	seagrass bed	root	ENVO:01000059	
MSV000098257	extr199_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	835	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr200_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3063	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr201_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3094	3c	2	seagrass bed	root	ENVO:01000059	
MSV000098257	extr202_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3054	Amb	4	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr203_316.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3011	6c	3	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr204_121.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	24	Amb	4	seagrass bed	root	ENVO:01000059	
MSV000098257	extr205_000.mzML	blank_extraction	blank_extraction	not applicable	2025	not applicable	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		not applicable													blank_extraction	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	
MSV000098257	extr206_216.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3011	6c	3	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr207_211.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3007	Amb	1	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr208_213.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3083	3c	2	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr209_111.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3007	Amb	1	seagrass bed	root	ENVO:01000059	
MSV000098257	extr210_311.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3007	Amb	1	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr211_116.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3085	6c	6	seagrass bed	root	ENVO:01000059	
MSV000098257	extr212_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3020	3c	2	seagrass bed	root	ENVO:01000059	
MSV000098257	extr213_326.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Juvenile	89	6c	6	seagrass bed	shoot	ENVO:01000059	
MSV000098257	extr214_211.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3012	Amb	1	seagrass bed	rhizome	ENVO:01000059	
MSV000098257	extr215_113.mzML	plant	plant_angiospermae	29655|Zostera marina	2025	solid material, frozen	methanol-formic acid (800:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (C18)									9/1/2024	United States of America		38.32782658946015|-123.05718430742778													plant_angiospermae	Adult	3004	3c	2	seagrass bed	root	ENVO:01000059	
