ATTRIBUTE_MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000093329	PLT8_TSA_B8.mzML	culture_bacterial	culture_bacterial	945692|Gordonia neofelifaecis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B8	not specified	not applicable	not applicable	JCM31031	Gordonia neofelifaecis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B9.mzML	culture_bacterial	culture_bacterial	686309|Micromonospora haikouensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B9	not specified	not applicable	not applicable	JCM31036	Micromonospora haikouensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B10.mzML	culture_bacterial	culture_bacterial	1870820|Paenibacillus ihbetae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B10	not specified	not applicable	not applicable	JCM31131	Paenibacillus ihbetae	not specified	not specified	TSA
MSV000093329	PLT8_TSA_B11.mzML	culture_bacterial	culture_bacterial	1144618|Allonocardiopsis opalescens	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_B11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_B11	not specified	not applicable	not applicable	JCM31480	Allonocardiopsis opalescens	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C1.mzML	culture_bacterial	culture_bacterial	598644|Labedaea rhizosphaerae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C1	not specified	not applicable	not applicable	JCM31489	Labedaea rhizosphaerae	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C2.mzML	culture_bacterial	culture_bacterial	709883|Micromonospora zamorensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C2	not specified	not applicable	not applicable	JCM31702	Micromonospora zamorensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C3.mzML	culture_bacterial	culture_bacterial	1090615|Nakamurella panacisegetis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C3	not specified	not applicable	not applicable	JCM31706	Nakamurella panacisegetis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C4.mzML	culture_bacterial	culture_bacterial	1278207|Micromonospora violae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C4	not specified	not applicable	not applicable	JCM31776	Micromonospora violae	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C5.mzML	culture_bacterial	culture_bacterial	1496996|Stackebrandtia endophytica	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C5	not specified	not applicable	not applicable	JCM31825	Stackebrandtia endophytica	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C6.mzML	culture_bacterial	culture_bacterial	303|Pseudomonas putida	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C6	not specified	not applicable	not applicable	JCM31910	Pseudomonas putida	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C7.mzML	culture_bacterial	culture_bacterial	1280637|Saccharothrix carnea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C7	not specified	not applicable	not applicable	JCM32496	Saccharothrix carnea	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C8.mzML	culture_bacterial	culture_bacterial	1586287|Lentzea guizhouensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C8	not specified	not applicable	not applicable	JCM33038	Lentzea guizhouensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C9.mzML	culture_bacterial	culture_bacterial	2498113|Jinshanibacter zhutongyuii	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C9	not specified	not applicable	not applicable	JCM33489	Jinshanibacter zhutongyuii	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C10.mzML	culture_bacterial	culture_bacterial	53972|Rhodococcus corynebacterioides	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C10	not specified	not applicable	not applicable	JCM3376	Rhodococcus corynebacterioides	not specified	not specified	TSA
MSV000093329	PLT8_TSA_C11.mzML	culture_bacterial	culture_bacterial	1831|Rhodococcus sp.	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_C11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_C11	not specified	not applicable	not applicable	JCM6824	Rhodococcus sp.	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D1.mzML	culture_bacterial	culture_bacterial	1831|Rhodococcus sp.	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D1	not specified	not applicable	not applicable	JCM7475	Rhodococcus sp.	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D2.mzML	culture_bacterial	culture_bacterial	161355|Planomonospora sphaerica	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D2	not specified	not applicable	not applicable	JCM9374	Planomonospora sphaerica	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D3.mzML	culture_bacterial	culture_bacterial	60894|Saccharopolyspora spinosa	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D3	not specified	not applicable	not applicable	JCM9375	Saccharopolyspora spinosa	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D4.mzML	culture_bacterial	culture_bacterial	37919|Rhodococcus opacus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D4	not specified	not applicable	not applicable	JCM9703	Rhodococcus opacus	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D5.mzML	culture_bacterial	culture_bacterial	28094|Trinickia caryophylli	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D5	not specified	not applicable	not applicable	JCM10488	Trinickia caryophylli	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D6.mzML	culture_bacterial	culture_bacterial	58172|Paenibacillus sp.	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D6	not specified	not applicable	not applicable	JCM10914	Paenibacillus sp.	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D7.mzML	culture_bacterial	culture_bacterial	135193|Paenibacillus daejeonensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D7	not specified	not applicable	not applicable	JCM11236	Paenibacillus daejeonensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D8.mzML	culture_bacterial	culture_bacterial	82541|Cupriavidus gilardii	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D8	not specified	not applicable	not applicable	JCM11283	Cupriavidus gilardii	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D9.mzML	culture_bacterial	culture_bacterial	96344|Cupriavidus oxalaticus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D9	not specified	not applicable	not applicable	JCM11285	Cupriavidus oxalaticus	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D10.mzML	culture_bacterial	culture_bacterial	189381|Rossellomorea marisflavi	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D10	not specified	not applicable	not applicable	JCM11544	Rossellomorea marisflavi	not specified	not specified	TSA
MSV000093329	PLT8_TSA_D11.mzML	culture_bacterial	culture_bacterial	76760|Pseudomonas rhodesiae	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_D11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_D11	not specified	not applicable	not applicable	JCM11940	Pseudomonas rhodesiae	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E1.mzML	culture_bacterial	culture_bacterial	|Priestia endophyticus	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E1	not specified	not applicable	not applicable	JCM12211	Priestia endophyticus	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E2.mzML	culture_bacterial	culture_bacterial	119858|Bacillus sonorensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E2	not specified	not applicable	not applicable	JCM12232	Bacillus sonorensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E3.mzML	culture_bacterial	culture_bacterial	311244|Paenibacillus assamensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E3	not specified	not applicable	not applicable	JCM13186	Paenibacillus assamensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E4.mzML	culture_bacterial	culture_bacterial	53408|Pseudomonas citronellolis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E4	not specified	not applicable	not applicable	JCM13426	Pseudomonas citronellolis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E5.mzML	culture_bacterial	culture_bacterial	388278|Photobacterium lutimaris	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E5	not specified	not applicable	not applicable	JCM13586	Photobacterium lutimaris	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E6.mzML	culture_bacterial	culture_bacterial	303|Pseudomonas putida	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E6	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E6	not specified	not applicable	not applicable	JCM14351	Pseudomonas putida	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E7.mzML	culture_bacterial	culture_bacterial	258505|Mycolicibacterium fluoranthenivorans	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E7	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E7	not specified	not applicable	not applicable	JCM14741	Mycolicibacterium fluoranthenivorans	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E8.mzML	culture_bacterial	culture_bacterial	198620|Pseudomonas koreensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E8	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E8	not specified	not applicable	not applicable	JCM14769	Pseudomonas koreensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E9.mzML	culture_bacterial	culture_bacterial	458197|Serratia nematodiphila	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E9	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E9	not specified	not applicable	not applicable	JCM14855	Serratia nematodiphila	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E10.mzML	culture_bacterial	culture_bacterial	467974|Paenibacillus macquariensis subsp. defensor	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E10	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E10	not specified	not applicable	not applicable	JCM14954	Paenibacillus macquariensis subsp. defensor	not specified	not specified	TSA
MSV000093329	PLT8_TSA_E11.mzML	culture_bacterial	culture_bacterial	472181|Halopseudomonas sabulinigri	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_E11	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_E11	not specified	not applicable	not applicable	JCM14963	Halopseudomonas sabulinigri	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F1.mzML	culture_bacterial	culture_bacterial	483324|Maritalea mobilis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F1	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F1	not specified	not applicable	not applicable	JCM15144	Maritalea mobilis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F2.mzML	culture_bacterial	culture_bacterial	554344|Pseudomonas toyotomiensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F2	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F2	not specified	not applicable	not applicable	JCM15604	Pseudomonas toyotomiensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F3.mzML	culture_bacterial	culture_bacterial	574375|Bacillus gaemokensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F3	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F3	not specified	not applicable	not applicable	JCM15801	Bacillus gaemokensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F4.mzML	culture_bacterial	culture_bacterial	574376|Bacillus manliponensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F4	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F4	not specified	not applicable	not applicable	JCM15802	Bacillus manliponensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F5.mzML	culture_bacterial	culture_bacterial	645517|Paraurantiacibacter namhicola	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F5	not specified	not specified	not specified	not specified	not specified	not specified	not specified	09/11/2023 - 09/23/2023	United States of America	not specified	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F5	not specified	not applicable	not applicable	JCM16345	Paraurantiacibacter namhicola	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F6.mzML	culture_bacterial	culture_bacterial	364197|Pseudomonas pohangensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F6	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F6	not applicable	not applicable	not applicable	JCM16393	Pseudomonas pohangensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F7.mzML	culture_bacterial	culture_bacterial	198618|Pseudomonas umsongensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F7	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F7	not applicable	not applicable	not applicable	JCM16394	Pseudomonas umsongensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F8.mzML	culture_bacterial	culture_bacterial	502394|Deinococcus gobiensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F8	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F8	not applicable	not applicable	not applicable	JCM16679	Deinococcus gobiensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F9.mzML	culture_bacterial	culture_bacterial	718192|Litorilituus sediminis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F9	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F9	not applicable	not applicable	not applicable	JCM17549	Litorilituus sediminis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F10.mzML	culture_bacterial	culture_bacterial	762954|Siansivirga zeaxanthinifaciens	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F10	not applicable	not applicable	not applicable	JCM17682	Siansivirga zeaxanthinifaciens	not specified	not specified	TSA
MSV000093329	PLT8_TSA_F11.mzML	culture_bacterial	culture_bacterial	1189126|Paraburkholderia eburnea	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_F11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_F11	not applicable	not applicable	not applicable	JCM18070	Paraburkholderia eburnea	not specified	not specified	TSA
MSV000093329	PLT8_TSA_G1.mzML	culture_bacterial	culture_bacterial	1198456|Pseudomonas guguanensis	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_G1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_G1	not applicable	not applicable	not applicable	JCM18416	Pseudomonas guguanensis	not specified	not specified	TSA
MSV000093329	PLT8_TSA_G2.mzML	culture_bacterial	culture_bacterial	1276110|Paenibacillus pinisoli	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_G2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_G2	not applicable	not applicable	not applicable	JCM19203	Paenibacillus pinisoli	not specified	not specified	TSA
MSV000093329	PLT8_TSA_G3.mzML	culture_bacterial	culture_bacterial	44250|Paenibacillus alvei	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_G3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_G3	not applicable	not applicable	not applicable	JCM20131	Paenibacillus alvei	not specified	not specified	TSA
MSV000093329	PLT8_TSA_G4.mzML	culture_bacterial	culture_bacterial	47884|Pseudomonas taetrolens	2023	solid material, dried	methanol (100%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	PLT8_TSA_G4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/11/2023 - 09/23/2023	United States of America	not applicable	not specified	not specified	not specified	MSV000093329_PLT8_TSA_G4	not applicable	not applicable	not applicable	JCM20238	Pseudomonas taetrolens	not specified	not specified	TSA
