MassiveID	filename	ATTRIBUTE_Strain	ATTRIBUTE_YnpID	ATTRIBUTE_Date	ATTRIBUTE_Method	ATTRIBUTE_Mode	ATTRIBUTE_ExperimentID	ATTRIBUTE_Genus	ATTRIBUTE_Media	ATTRIBUTE_CultureFormat	ATTRIBUTE_IncubationDays	NCBIGenome	NCBITaxonomy	SampleType	SampleTypeSub1	MassSpectrometer	IonizationSourceAndPolarity	SampleCollectionDateandTime
MSV000099370	Claviceps_purpurea_DSM_715_YNP34_20230804_Ac-C18_NEG_UMETAB359_701_C4.mzXML	Claviceps_purpurea_DSM_715	YNP34	20230804	Ac-C18	NEG	701	Claviceps	PDA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_purpurea_DSM_715_YNP34_20230804_Ac-C18_NEG_UMETAB359_702_C5.mzXML	Claviceps_purpurea_DSM_715	YNP34	20230804	Ac-C18	NEG	702	Claviceps	MEA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_purpurea_DSM_715_YNP34_20230804_Ac-C18_NEG_UMETAB359_703_C6.mzXML	Claviceps_purpurea_DSM_715	YNP34	20230804	Ac-C18	NEG	703	Claviceps	CMA	plate	14		5111|Claviceps purpurea	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_paspali_DSM_885_YNP69_20230804_Ac-C18_NEG_UMETAB359_704_C7.mzXML	Claviceps_paspali_DSM_885	YNP69	20230804	Ac-C18	NEG	704	Claviceps	MEA	plate	14		40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_paspali_DSM_885_YNP69_20230804_Ac-C18_NEG_UMETAB359_705_C8.mzXML	Claviceps_paspali_DSM_885	YNP69	20230804	Ac-C18	NEG	705	Claviceps	PDA	plate	14		40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Claviceps_paspali_DSM_885_YNP69_20230804_Ac-C18_NEG_UMETAB359_706_C9.mzXML	Claviceps_paspali_DSM_885	YNP69	20230804	Ac-C18	NEG	706	Claviceps	MEA	plate	14		40601|Claviceps paspali	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230804_Ac-C18_NEG_UMETAB359_710_D1.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230804	Ac-C18	NEG	710	Cordyceps	CMA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230901_Ac-C18_NEG_UMETAB359_710_D1.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230901	Ac-C18	NEG	710	Cordyceps	CMA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230804_Ac-C18_NEG_UMETAB359_711_D2.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230804	Ac-C18	NEG	711	Cordyceps	MEA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230901_Ac-C18_NEG_UMETAB359_711_D2.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230901	Ac-C18	NEG	711	Cordyceps	MEA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230804_Ac-C18_NEG_UMETAB359_712_D3.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230804	Ac-C18	NEG	712	Cordyceps	PDA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Cordyceps_ophioglossoides_DSM_1208_YNP73_20230901_Ac-C18_NEG_UMETAB359_712_D3.mzXML	Cordyceps_ophioglossoides_DSM_1208	YNP73	20230901	Ac-C18	NEG	712	Cordyceps	PDA	plate	14	GCA_051528855.1	71617|Tolypocladium ophioglossoides	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_719_D10.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	719	Pochonia	MEA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_720_D11.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	720	Pochonia	PDA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_721_D12.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	721	Pochonia	CMA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_722_E1.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	722	Pochonia	MEA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_723_E2.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	723	Pochonia	PDA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_NEG_UMETAB359_724_E3.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	NEG	724	Pochonia	CMA	plate	14	GCA_051528635.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Lecanicillium_psalliote_MUCL_9800_YNP43_20230901_Ac-C18_NEG_UMETAB359_725_E4.mzXML	Lecanicillium_psalliote_MUCL_9800	YNP43	20230901	Ac-C18	NEG	725	Lecanicillium	CMA	plate	14	GCA_051529455.1	291363|Lecanicillium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Lecanicillium_psalliote_MUCL_9800_YNP43_20230901_Ac-C18_NEG_UMETAB359_726_E5.mzXML	Lecanicillium_psalliote_MUCL_9800	YNP43	20230901	Ac-C18	NEG	726	Lecanicillium	PDA	plate	14	GCA_051529455.1	291363|Lecanicillium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Lecanicillium_psalliote_MUCL_9800_YNP43_20230901_Ac-C18_NEG_UMETAB359_727_E6.mzXML	Lecanicillium_psalliote_MUCL_9800	YNP43	20230901	Ac-C18	NEG	727	Lecanicillium	MEA	plate	14	GCA_051529455.1	291363|Lecanicillium	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Akanthomyces_lecanii_MUCL_8115_YNP64_20230804_Ac-C18_NEG_UMETAB359_728_E7.mzXML	Akanthomyces_lecanii_MUCL_8115	YNP64	20230804	Ac-C18	NEG	728	Akanthomyces	PDA	plate	14	GCA_051529055.1	2714763|Akanthomyces lecanii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Akanthomyces_lecanii_MUCL_8115_YNP64_20230804_Ac-C18_NEG_UMETAB359_729_E8.mzXML	Akanthomyces_lecanii_MUCL_8115	YNP64	20230804	Ac-C18	NEG	729	Akanthomyces	MEA	plate	14	GCA_051529055.1	2714763|Akanthomyces lecanii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Akanthomyces_lecanii_MUCL_8115_YNP64_20230804_Ac-C18_NEG_UMETAB359_730_E9.mzXML	Akanthomyces_lecanii_MUCL_8115	YNP64	20230804	Ac-C18	NEG	730	Akanthomyces	CMA	plate	14	GCA_051529055.1	2714763|Akanthomyces lecanii	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_56442_YNP88_20230804_Ac-C18_NEG_UMETAB359_731_E10.mzXML	Simplicillium_lamellicola_DSM_56442	YNP88	20230804	Ac-C18	NEG	731	Simplicillium	MEA	plate	14	GCA_051528575.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_56442_YNP88_20230804_Ac-C18_NEG_UMETAB359_732_E11.mzXML	Simplicillium_lamellicola_DSM_56442	YNP88	20230804	Ac-C18	NEG	732	Simplicillium	MEA	plate	14	GCA_051528575.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicillium_lamellicola_DSM_56442_YNP88_20230804_Ac-C18_NEG_UMETAB359_733_E12.mzXML	Simplicillium_lamellicola_DSM_56442	YNP88	20230804	Ac-C18	NEG	733	Simplicillium	CMA	plate	14	GCA_051528575.1	93593|Simplicillium lamellicola	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	8/4/2023
MSV000099370	Simplicilium_subtropicum_MUCL_8672_YNP90_20230901_Ac-C18_NEG_UMETAB359_737_F4.mzXML	Simplicilium_subtropicum_MUCL_8672	YNP90	20230901	Ac-C18	NEG	737	Simplicilium	CMA	plate	14	GCA_051528495.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Simplicilium_subtropicum_MUCL_8672_YNP90_20230901_Ac-C18_NEG_UMETAB359_738_F5.mzXML	Simplicilium_subtropicum_MUCL_8672	YNP90	20230901	Ac-C18	NEG	738	Simplicilium	PDA	plate	14	GCA_051528495.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Simplicilium_subtropicum_MUCL_8672_YNP90_20230901_Ac-C18_NEG_UMETAB359_739_F6.mzXML	Simplicilium_subtropicum_MUCL_8672	YNP90	20230901	Ac-C18	NEG	739	Simplicilium	MEA	plate	14	GCA_051528495.1		fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Xylaria_sp_P1_YNP29_20230901_Ac-C18_NEG_UMETAB359_740_F7.mzXML	Xylaria_sp_P1	YNP29	20230901	Ac-C18	NEG	740	Xylaria	CMA	plate	14		3120204|Xylaria sp. P1	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Xylaria_sp_P1_YNP29_20230901_Ac-C18_NEG_UMETAB359_741_F8.mzXML	Xylaria_sp_P1	YNP29	20230901	Ac-C18	NEG	741	Xylaria	MEA	plate	14		3120204|Xylaria sp. P1	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Xylaria_sp_P1_YNP29_20230901_Ac-C18_NEG_UMETAB359_742_F9.mzXML	Xylaria_sp_P1	YNP29	20230901	Ac-C18	NEG	742	Xylaria	PDA	plate	14		3120204|Xylaria sp. P1	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_9880_YNP85_20230901_Ac-C18_NEG_UMETAB359_760_H3.mzXML	Pochonia_chlamydosporia_9880	YNP85	20230901	Ac-C18	NEG	760	Pochonia	PD	24-well	10	GCA_051528595.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Pochonia_chlamydosporia_9880_YNP85_20230901_Ac-C18_NEG_UMETAB359_783_B2.mzXML	Pochonia_chlamydosporia_9880	YNP85	20230901	Ac-C18	NEG	783	Pochonia	ME	24-well	10	GCA_051528595.1	280754|Pochonia chlamydosporia	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	9/1/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N10.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N10	Beauveria	PD_Nicotinamide	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N11.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N11	Beauveria	PD_Nicotinamide	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N12.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N12	Beauveria	PD without Epigenetic modifier	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N13.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N13	Beauveria	PD without Epigenetic modifier	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N14.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N14	Beauveria	PD_SAHA	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N15.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N15	Beauveria	PD_Valproic acid	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N16.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N16	Beauveria	PD_Valproic acid	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N17.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N17	Beauveria	PD_SBHA	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N18.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N18	Beauveria	PD_SBHA	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N19.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N19	Beauveria	PD_Nicotinamide	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N20.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N20	Beauveria	PD_Nicotinamide	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N21.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N21	Beauveria	PD without Epigenetic modifier myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N22.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N22	Beauveria	PD without Epigenetic modifier myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N23.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N23	Beauveria	PD_SAHA  myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N24.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N24	Beauveria	PD_Valproic acid myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N25.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N25	Beauveria	PD_Valproic acid myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N26.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N26	Beauveria	PD_SBHA myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N27.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N27	Beauveria	PD_SBHA myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N28.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N28	Beauveria	PD_Nicotinamide myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N29.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N29	Beauveria	PD_Nicotinamide myc	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N3.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N3	Beauveria	PD without Epigenetic modifier	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N30.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N30	Beauveria	PD without Epigenetic modifier myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N31.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N31	Beauveria	PD without Epigenetic modifier myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N32.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N32	Beauveria	PD_SAHA  myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N33.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N33	Beauveria	PD_Valproic acid myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N34.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N34	Beauveria	PD_Valproic acid myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N35.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N35	Beauveria	PD_SBHA myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N36.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N36	Beauveria	PD_SBHA myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N37.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N37	Beauveria	PD_Nicotinamide myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_MB116173_YNP10_20230403_Ac-C18_NEG_UMETAB324_N38.mzXML	Beauveria_felina_MB116173	YNP10	20230403	Ac-C18	NEG	N38	Beauveria	PD_Nicotinamide myc	shake flask	12	GCA_051527935.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N39.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N39	Beauveria	PDA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N4.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N4	Beauveria	PD without Epigenetic modifier	shake flask	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N40.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N40	Beauveria	PDA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N41.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N41	Beauveria	CMA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N42.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N42	Beauveria	CMA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N43.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N43	Beauveria	MEA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
MSV000099370	Beauveria_felina_DSM_4678_YNP11_20230403_Ac-C18_NEG_UMETAB324_N44.mzXML	Beauveria_felina_DSM_4678	YNP11	20230403	Ac-C18	NEG	N44	Beauveria	MEA	plate	12	GCA_051527895.1	37994|Amphichorda felina	fungi	culture_fungal	Orbitrap ID-X|MS:1003112	electrospray ionization (negative)	4/3/2023
