MassiveID	filename	ATTRIBUTE_Strain	ATTRIBUTE_YnpID	ATTRIBUTE_Date	ATTRIBUTE_Method	ATTRIBUTE_Mode	ATTRIBUTE_ExperimentID	ATTRIBUTE_Media	ATTRIBUTE_CultureFormat	ATTRIBUTE_IncubationDays	NCBITaxonomy	IonizationSourceAndPolarity	MassSpectrometer	SampleCollectionDateandTime	NCBIGenome	SampleType	SampleTypeSub1	SampleExtractionMethod	ChromatographyAndPhase
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230803_Bas70-C18_POS_UMETAB359_724_E3.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230803	Bas-C18	POS	724	CMA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_719_D10.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	719	MEA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_720_D11.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	720	PDA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_721_D12.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	721	CMA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_722_E1.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	722	MEA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_723_E2.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	723	PDA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Pochonia_chlamydosporia_MUCL_8330_YNP84_20230901_Ac-C18_POS_UMETAB359_724_E3.mzXML	Pochonia_chlamydosporia_MUCL_8330	YNP84	20230901	Ac-C18	POS	724	CMA	plate	14	280754|Pochonia chlamydosporia	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528635.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221111_Ac-C18_POS_UMETAB292_154.mzML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221111	Ac-C18	POS	154	PDA	plate	13	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221111_Bas70-C18_POS_UMETAB292_154.mzML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221111	Bas-C18	POS	154	PDA	plate	13	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221125_Ac-C18_POS_UMETAB297_216_A12.mzML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221125	Ac-C18	POS	216	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221125_Ac-C18_POS_UMETAB297_244_D3.mzXML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221125	Ac-C18	POS	244	PDA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221125_Bas70-C18_POS_UMETAB297_216_A12.mzML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221125	Bas-C18	POS	216	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_pseudogibbellulae_MB814746_YNP83_20221125_Bas70-C18_POS_UMETAB297_244_D3.mzXML	Ophiocordyceps_pseudogibbellulae_MB814746	YNP83	20221125	Bas-C18	POS	244	PDA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528655.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230301_Ac-C18_POS_UMETAB315_353A_E6.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230301	Ac-C18	POS	353	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230301_Ac-C18_POS_UMETAB315_354_E7.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230301	Ac-C18	POS	354	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230301_Ac-C18_POS_UMETAB315_370_F11.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230301	Ac-C18	POS	370	MEA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230309_Bas70-C18_POS_UMETAB315_353A_E6.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230309	Bas-C18	POS	353	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230309_Bas70-C18_POS_UMETAB315_354_E7.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230309	Bas-C18	POS	354	CMA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Ophiocordyceps_aphodi_MB504221_YNP81_20230309_Bas70-C18_POS_UMETAB315_370_F11.mzXML	Ophiocordyceps_aphodi_MB504221	YNP81	20230309	Bas-C18	POS	370	MEA	plate	14	474995|Ophiocordyceps	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528675.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230803_Bas70-C18_POS_UMETAB359_677_A4.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230803	Bas-C18	POS	677	PDA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230803_Bas70-C18_POS_UMETAB359_678_A5.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230803	Bas-C18	POS	678	CMA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230803_Bas70-C18_POS_UMETAB359_679_A6.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230803	Bas-C18	POS	679	MEA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_POS_UMETAB359_677_A4.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	POS	677	PDA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_POS_UMETAB359_678_A5.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	POS	678	CMA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Lecanicillium_aphanocladii_MUCL_58163_YNP79_20230901_Ac-C18_POS_UMETAB359_679_A6.mzXML	Lecanicillium_aphanocladii_MUCL_58163	YNP79	20230901	Ac-C18	POS	679	MEA	plate	14	132584|Lecanicillium aphanocladii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528715.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20221111_Ac-C18_POS_UMETAB292_165.mzXML	Beauveria_brongniartii_MB309469	YNP7	20221111	Ac-C18	POS	165	PDA	plate	13	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20221111_Bas70-C18_POS_UMETAB292_165.mzXML	Beauveria_brongniartii_MB309469	YNP7	20221111	Bas-C18	POS	165	PDA	plate	13	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20221125_Bas70-C18_POS_UMETAB297_227_B11.mzXML	Beauveria_brongniartii_MB309469	YNP7	20221125	Bas-C18	POS	227	CMA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_337_D2.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	337	PDA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_338_D3.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	338	PDA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_365_F6.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	365	PDA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_366_F7.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	366	CMA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_388_H5.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	388	CMA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Beauveria_brongniartii_MB309469_YNP7_20230309_Bas70-C18_POS_UMETAB315_389_H6.mzXML	Beauveria_brongniartii_MB309469	YNP7	20230309	Bas-C18	POS	389	CMA	plate	14	118266|Beauveria brongniartii	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528735.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230803_Bas70-C18_POS_UMETAB359_680_A7.mzXML	Akanthomyces_G78	YNP78	20230803	Bas-C18	POS	680	PDA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230803_Bas70-C18_POS_UMETAB359_681_A8.mzXML	Akanthomyces_G78	YNP78	20230803	Bas-C18	POS	681	CMA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230803_Bas70-C18_POS_UMETAB359_682_A9.mzXML	Akanthomyces_G78	YNP78	20230803	Bas-C18	POS	682	MEA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	8/3/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230901_Ac-C18_POS_UMETAB359_680_A7.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	POS	680	PDA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230901_Ac-C18_POS_UMETAB359_681_A8.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	POS	681	CMA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Akanthomyces_G78_YNP78_20230901_Ac-C18_POS_UMETAB359_682_A9.mzXML	Akanthomyces_G78	YNP78	20230901	Ac-C18	POS	682	MEA	plate	14	150366|Akanthomyces	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	9/1/2023	GCA_051528755.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Epichloe_coenophiala_MB805488_YNP76_20230309_Bas70-C18_POS_UMETAB315_346A_D11.mzXML	Epichloe_coenophiala_MB805488	YNP76	20230309	Bas-C18	POS	346	CMA	plate	14	5047|Epichloe coenophiala	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Epichloe_coenophiala_MB805488_YNP76_20230309_Bas70-C18_POS_UMETAB315_347A_D12.mzXML	Epichloe_coenophiala_MB805488	YNP76	20230309	Bas-C18	POS	347	PDA	plate	14	5047|Epichloe coenophiala	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Epichloe_coenophiala_MB805488_YNP76_20230309_Bas70-C18_POS_UMETAB315_348A_E1.mzXML	Epichloe_coenophiala_MB805488	YNP76	20230309	Bas-C18	POS	348	MEA	plate	14	5047|Epichloe coenophiala	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528775.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_355_E8.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	355	CMA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_356_E9.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	356	PDA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_357_E10.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	357	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_371_F12.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	371	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_372_G1.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	372	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230301_Ac-C18_POS_UMETAB315_373_G2.mzXML	Sarocladium_G77	YNP77	20230301	Ac-C18	POS	373	CMA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/1/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_355_E8.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	355	CMA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_356_E9.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	356	PDA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_357_E10.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	357	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_371_F12.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	371	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_372_G1.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	372	MEA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Sarocladium_G77_YNP77_20230309_Bas70-C18_POS_UMETAB315_373_G2.mzXML	Sarocladium_G77	YNP77	20230309	Bas-C18	POS	373	CMA	plate	14	284134|Sarocladium	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	3/9/2023	GCA_051528815.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_ophioglossoides_IHEM_5799_YNP74_20221111_Bas70-C18_POS_UMETAB292_152.mzML	Cordyceps_ophioglossoides_IHEM_5799	YNP74	20221111	Bas-C18	POS	152	PDA	plate	13	71617|Tolypocladium ophioglossoides	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_ophioglossoides_IHEM_5799_YNP74_20221111_Bas70-C18_POS_UMETAB292_153.mzML	Cordyceps_ophioglossoides_IHEM_5799	YNP74	20221111	Bas-C18	POS	153	PDA	plate	13	71617|Tolypocladium ophioglossoides	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/11/2022	GCA_051528835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_ophioglossoides_IHEM_5799_YNP74_20221125_Ac-C18_POS_UMETAB297_220_B4.mzXML	Cordyceps_ophioglossoides_IHEM_5799	YNP74	20221125	Ac-C18	POS	220	CMA	plate	14	71617|Tolypocladium ophioglossoides	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_ophioglossoides_IHEM_5799_YNP74_20221125_Ac-C18_POS_UMETAB297_238_C9.mzXML	Cordyceps_ophioglossoides_IHEM_5799	YNP74	20221125	Ac-C18	POS	238	MEA	plate	14	71617|Tolypocladium ophioglossoides	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
MSV000099077	Cordyceps_ophioglossoides_IHEM_5799_YNP74_20221125_Ac-C18_POS_UMETAB297_245_D4.mzXML	Cordyceps_ophioglossoides_IHEM_5799	YNP74	20221125	Ac-C18	POS	245	PDA	plate	14	71617|Tolypocladium ophioglossoides	electrospray ionization (positive)	Orbitrap ID-X|MS:1003112	11/25/2022	GCA_051528835.1	fungi	culture_fungal	methanol-dichloromethane-ethyl acetate (1:2:3) + 0.1% formic acid	reverse phase (C18)
