MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_Diet	ATTRIBUTE_Antibiotics	ATTRIBUTE_ImmuneResponse	ATTRIBUTE_Detail
MSV000080918	SS279_RH9_01_7628.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	SI, NASH, obese
MSV000080918	SS27_RC3_01_7336.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS280_RA1_01_7634.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	Colon, NASH, obese
MSV000080918	SS281_RA2_01_7635.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	SI, NASH, obese
MSV000080918	SS282_RA3_01_7636.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	Colon, NASH, obese
MSV000080918	SS283_RA4_01_7637.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13424657500000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	SI, NASH, obese
MSV000080918	SS284_RA5_01_7638.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	Colon, NASH, obese, no IgA
MSV000080918	SS285_RA6_01_7639.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	SI, NASH, obese, no IgA
MSV000080918	SS286_RA7_01_7640.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	Colon, NASH, obese, no IgA
MSV000080918	SS287_RA8_01_7641.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	SI, NASH, obese, no IgA
MSV000080918	SS288_RA9_01_7642.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	Colon, NASH, obese, no IgA
MSV000080918	SS289_RA10_01_7643.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	SI, NASH, obese, no IgA
MSV000080918	SS28_RC4_01_7337.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS290_RA11_01_7644.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	Colon, NASH, obese, no IgA
MSV000080918	SS291_RA12_01_7645.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.13150684900000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	SI, NASH, obese, no IgA
MSV000080918	SS292_RB1_01_7647.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	Colon, NASH, obese, CD8KO
MSV000080918	SS293_RB2_01_7648.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	SI, NASH, obese, CD8KO
MSV000080918	SS294_RB3_01_7649.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	Colon, NASH, obese, CD8KO
MSV000080918	SS295_RB4_01_7650.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.139726027	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	SI, NASH, obese, CD8KO
MSV000080918	SS296_RB5_01_7651.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	Colon, NASH, obese, CD8KO
MSV000080918	SS297_RB6_01_7652.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	SI, NASH, obese, CD8KO
MSV000080918	SS298_RB7_01_7653.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	Colon, NASH, obese, CD8KO
MSV000080918	SS299_RB8_01_7654.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.12876712300000001	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	CD8KO	SI, NASH, obese, CD8KO
MSV000080918	SS29_RC5_01_7338.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS2_RA2_01_7306.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.3972602999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity
MSV000080918	SS300_RB9_01_7655.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS301_RB10_01_7656.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS302_RB11_01_7657.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS303_RB12_01_7658.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS304_RC1_01_7660.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS305_RC2_01_7661.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS306_RC3_01_7662.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	T1d, NASH driven HCC, no IgA
MSV000080918	SS307_RC4_01_7663.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	T1d, NASH driven HCC, no IgA
MSV000080918	SS308_RC5_01_7664.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	T1d, NASH driven HCC, no IgA
MSV000080918	SS309_RC6_01_7665.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	T1d, NASH driven HCC, no IgA
MSV000080918	SS30_RC6_01_7339.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS310_RC7_01_7666.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS311_RC8_01_7667.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS312_RC9_01_7668.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS313_RC10_01_7669.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	7.1232877E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS314_RC11_01_7670.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS315_RC12_01_7671.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS316_RD1_01_7673.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS317_RD2_01_7674.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.8493151000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	T1d, NASH driven HCC
MSV000080918	SS318_RD3_01_7675.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS319_RD4_01_7676.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS31_RC7_01_7340.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.112328767	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS320_RD5_01_7677.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS321_RD6_01_7678.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS322_RD7_01_7679.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.6438356000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS323_RD8_01_7680.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS324_RD9_01_7681.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS325_RD10_01_7682.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.1917808E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS326_RD11_01_7683.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.369863E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS327_RD12_01_7684.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	1.369863E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	no IgA	no IgA
MSV000080918	SS328_RE1_01_7686.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS329_RE2_01_7687.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS32_RC8_01_7341.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.104109589	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS330_RE3_01_7688.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS331_RE4_01_7689.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS332_RE5_01_7690.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS333_RE6_01_7691.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS334_RE7_01_7692.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS335_RE8_01_7693.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS336_RE9_01_7694.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS337_RE10_01_7695.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS338_RE11_01_7696.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS339_RE12_01_7697.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS33_RC9_01_7342.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.104109589	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS340_RF1_01_7699.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS341_RF2_01_7700.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS342_RF3_01_7701.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS343_RF4_01_7702.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS344_RF5_01_7703.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS345_RF6_01_7704.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	6.0273973000000002E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	FVB, NASH driven HCC
MSV000080918	SS346_RF7_01_7705.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS347_RF8_01_7706.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS348_RF9_01_7707.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS349_RF10_01_7708.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS34_RC10_01_7343.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	9.8630137000000007E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS350_RF11_01_7709.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS351_RF12_01_7710.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.7534246999999997E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS352_RG1_01_7712.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS353_RG2_01_7713.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS354_RG3_01_7714.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS355_RG4_01_7715.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS356_RG5_01_7716.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS357_RG6_01_7717.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	no IgA	FVB, NASH driven HCC, no IgA
MSV000080918	SS358_RG7_01_7718.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.2054795000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS359_RG8_01_7719.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.2054795000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS35_RC11_01_7344.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.120547945	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS360_RG9_01_7720.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.2054795000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS361_RG10_01_7721.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS362_RG11_01_7722.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS363_RG12_01_7723.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS364_RH1_01_7725.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS365_RH2_01_7726.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS366_RH3_01_7727.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS367_RH4_01_7728.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbrko
MSV000080918	SS368_RH5_01_7729.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.2054795000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbRflox/flox
MSV000080918	SS369_RH6_01_7730.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.2054795000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbRflox/flox
MSV000080918	SS36_RC12_01_7345.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.120547945	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS370_RH7_01_7731.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	5.4794520999999999E-2	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	none	NASH driven HCC, TGFbRflox/flox
MSV000080918	SS371_RH8_01_7732.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS372_RH9_01_7733.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS373_RA1_01_7739.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS374_RA2_01_7740.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.4657533999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS375_RA3_01_7741.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.4657533999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS376_RA4_01_7742.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.4657533999999998E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	none
MSV000080918	SS377_RA5_01_7743.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	no IgA
MSV000080918	SS378_RA6_01_7744.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	no IgA
MSV000080918	SS379_RA7_01_7745.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	no IgA
MSV000080918	SS37_RD1_01_7347.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11506849299999999	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS380_RA8_01_7746.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	no IgA
MSV000080918	SS381_RA9_01_7747.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	4.3835616000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	no IgA
MSV000080918	SS382_RA10_01_7748.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.739726E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS383_RA11_01_7749.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.739726E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS384_RA12_01_7830.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.739726E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS385_RB1_01_7752.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS386_RB2_01_7753.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS387_RB3_01_7754.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbrko
MSV000080918	SS388_RB4_01_7755.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.739726E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbRflox/flox
MSV000080918	SS389_RB5_01_7756.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	2.739726E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbRflox/flox
MSV000080918	SS38_RD2_01_7348.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	0.11506849299999999	feces	chronic illness	obesity	not applicable	not applicable	High_Fat_Diet	No	normal	NASH, obesity, HCC
MSV000080918	SS390_RB6_01_7757.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbRflox/flox
MSV000080918	SS391_RB7_01_7758.mzML	biofluid	10088|Mus	impact HD|MS:1002667	male	3.0136986000000001E-2	feces	chronic illness	obesity	not applicable	not applicable	Normal_Diet	No	none	TGFbRflox/flox
