MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_Col_Date	ATTRIBUTE_Location	ATTRIBUTE_Species	ATTRIBUTE_Round	ATTRIBUTE_Acclim_Table	ATTRIBUTE_Acclim_Tank	ATTRIBUTE_Exp_Table	ATTRIBUTE_Exp_Tank	Treatment	Water_Tube	Dis_Date
MSV000097316	E37_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E37_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E37_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E1	E37	Warm	not specified	9/20/23
MSV000097316	E38_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E38_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E38_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E1	E38	Warm	not specified	9/20/23
MSV000097316	E38_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E38_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E38_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E1	E38	Warm	not specified	9/20/23
MSV000097316	E38_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E38_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E38_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E1	E38	Warm	not specified	9/20/23
MSV000097316	E39_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E39_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E39_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E39	Warm	not specified	9/20/23
MSV000097316	E39_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E39_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E39_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E39	Warm	not specified	9/20/23
MSV000097316	E39_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E39_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E39_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E39	Warm	not specified	9/20/23
MSV000097316	E40_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E40_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E40_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E40	Warm	not specified	9/20/23
MSV000097316	E40_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E40_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E40_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E40	Warm	not specified	9/20/23
MSV000097316	E40_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E40_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E40_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06		E1	E40	Warm	not specified	9/20/23
MSV000097316	E41_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E41_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E41_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E2	E41	Cold	not specified	9/20/23
MSV000097316	E41_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E41_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E41_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E2	E41	Cold	not specified	9/20/23
MSV000097316	E41_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E41_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E41_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E2	E41	Cold	not specified	9/20/23
MSV000097316	E42_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E42_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E42_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E42	Cold	not specified	9/20/23
MSV000097316	E42_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E42_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E42_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E42	Cold	not specified	9/20/23
MSV000097316	E42_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E42_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E42_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E42	Cold	not specified	9/20/23
MSV000097316	E43_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E43_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E43_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E43	Cold	not specified	9/20/23
MSV000097316	E43_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E43_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E43_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E43	Cold	not specified	9/20/23
MSV000097316	E43_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E43_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E43_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A05		E2	E43	Cold	not specified	9/20/23
MSV000097316	E44_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E44_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E44_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E44	Cold	not specified	9/20/23
MSV000097316	E44_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E44_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E44_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E44	Cold	not specified	9/20/23
MSV000097316	E44_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E44_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E44_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E44	Cold	not specified	9/20/23
MSV000097316	E45_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E45_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E45_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E45	Cold	not specified	9/20/23
MSV000097316	E45_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E45_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E45_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E45	Cold	not specified	9/20/23
MSV000097316	E45_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E45_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E45_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A06		E2	E45	Cold	not specified	9/20/23
MSV000097316	E46_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E46_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E46_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A02		E2	E46	Cold	not specified	9/20/23
MSV000097316	E46_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E46_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E46_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A02		E2	E46	Cold	not specified	9/20/23
MSV000097316	E46_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E46_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E46_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A02		E2	E46	Cold	not specified	9/20/23
MSV000097316	E47_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E47_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E47_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A01		E2	E47	Cold	not specified	9/20/23
MSV000097316	E47_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E47_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E47_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A01		E2	E47	Cold	not specified	9/20/23
MSV000097316	E47_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E47_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E47_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A01		E2	E47	Cold	not specified	9/20/23
MSV000097316	E48_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E48_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E48_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A03		E2	E48	Cold	not specified	9/20/23
MSV000097316	E48_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E48_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E48_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A03		E2	E48	Cold	not specified	9/20/23
MSV000097316	E48_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E48_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E48_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A03		E2	E48	Cold	not specified	9/20/23
MSV000097316	E49_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E49_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E49_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E2	E49	Cold	not specified	9/20/23
MSV000097316	E49_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E49_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E49_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E2	E49	Cold	not specified	9/20/23
MSV000097316	E49_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E49_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E49_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A05		E2	E49	Cold	not specified	9/20/23
MSV000097316	E50_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E50_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E50_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06 -> A01		E2	E50	Cold	not specified	9/20/23
MSV000097316	E50_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E50_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E50_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06 -> A01		E2	E50	Cold	not specified	9/20/23
MSV000097316	E50_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E50_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E50_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/30/2023	Caribbean	Abudefduf saxatilis	2	A06 -> A01		E2	E50	Cold	not specified	9/20/23
MSV000097316	E51_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E51_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E51_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E3	E51	Control	not specified	9/20/23
MSV000097316	E51_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E51_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E51_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E3	E51	Control	not specified	9/20/23
MSV000097316	E51_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E51_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/20/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E51_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	9/2/2023	Pacific	Abudefduf troschelii	2	A02		E3	E51	Control	not specified	9/20/23
