MassiveID	filename	SampleType	NCBITaxonomy	MassSpectrometer	BiologicalSex	AgeInYears	UBERONBodyPartName	HealthStatus	DOIDCommonName	Ethnicity	SocialEconomicalStatus	ATTRIBUTE_timepoint	ATTRIBUTE_social_defeat	ATTRIBUTE_experimental_day	ATTRIBUTE_diet	ATTRIBUTE_circadian_disruption
MSV000082582	84_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	85_Control_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	NLD
MSV000082582	85_Control_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	NLD
MSV000082582	85_Control_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	NLD
MSV000082582	86_Prebiotic_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	NLD
MSV000082582	86_Prebiotic_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	NLD
MSV000082582	86_Prebiotic_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	NLD
MSV000082582	87_Prebiotic_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	NLD
MSV000082582	87_Prebiotic_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	NLD
MSV000082582	87_Prebiotic_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	NLD
MSV000082582	88_89_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	88_Control_NLD_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	NLD
MSV000082582	88_Control_NLD_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	NLD
MSV000082582	88_Control_NLD_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	NLD
MSV000082582	89_Control_NLD_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	NLD
MSV000082582	89_Control_NLD_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	NLD
MSV000082582	89_Control_NLD_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	NLD
MSV000082582	9_10_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	9_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	9_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	9_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	90_91_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	90_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	90_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	90_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	91_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	91_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	91_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	92_93_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	92_Prebiotic_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	CDR
MSV000082582	92_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	92_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	93_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	93_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	93_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	94_95_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	94_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	94_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	94_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	95_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	95_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	95_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	96_97_Prebiotic_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Prebiotic	not applicable
MSV000082582	96_Prebiotic_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Prebiotic	CDR
MSV000082582	96_Prebiotic_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Prebiotic	CDR
MSV000082582	96_Prebiotic_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Prebiotic	CDR
MSV000082582	97_Prebiotic_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Prebiotic	CDR
MSV000082582	97_Prebiotic_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Prebiotic	CDR
MSV000082582	97_Prebiotic_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Prebiotic	CDR
MSV000082582	98_99_Control_0.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.0684931506849315	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	0	not applicable	-34	Control	not applicable
MSV000082582	98_Control_CDR_HC_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	HC	-1	Control	CDR
MSV000082582	98_Control_CDR_HC_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	HC	41	Control	CDR
MSV000082582	98_Control_CDR_HC_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	HC	60	Control	CDR
MSV000082582	99_Control_CDR_SD_1.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.158904109589041	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	1	SD	-1	Control	CDR
MSV000082582	99_Control_CDR_SD_2.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.273972602739726	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	2	SD	41	Control	CDR
MSV000082582	99_Control_CDR_SD_3.mzML	biofluid	10116|Rattus norvegicus	Q Exactive|MS:1001911	male	0.326027397260274	feces	not applicable	circadian rhythm disorders	not applicable	not applicable	3	SD	60	Control	CDR
MSV000082582	Bedding_1_(1_16_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_1_(10_3_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_1_(2_7_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_1_(7_17_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_2_(2_27_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_2_(8_28_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_2_(Dorrestein_Only)_(11_14_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Bedding_2_(Dorrestein_Only)_(3_20_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.273972602739726	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_1_(1_16_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_1_(10_3_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_1_(2_7_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_1_(7_17_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_2_(2_27_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_2_(8_28_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_2_(Dorrestein_Only)_(11_14_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blank_2_(Dorrestein_Only)_(3_20_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.273972602739726	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_01.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_02.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_03.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_04.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_05.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_06.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_07.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_08.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_09.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_10.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_11.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_12.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_13.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_14.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_15.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_16.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_17.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_18.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_19.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_20.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_21.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_22.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_22_180327101731.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_23.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_24.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_25.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_26.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_27.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_28.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_29.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_30.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_31.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_32.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_33.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_34.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_35.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_36.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_37.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Blk_no_inj_38.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_1_(1_16_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_1_(10_3_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_1_(2_7_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_1_(7_17_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_2_(2_27_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_2_(8_28_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_2_(Dorrestein_Only)_(11_14_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Control_Food_2_(Dorrestein_Only)_(3_20_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.273972602739726	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Extraction_solvent.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Extraction_solvent_180324000438.mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_1_(1_16_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_1_(10_3_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_1_(2_7_16).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_1_(7_17_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	0.158904109589041	feces	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_2_(2_27_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
MSV000082582	Prebiotic_Food_2_(8_28_17).mzML	blank	not applicable	Q Exactive|MS:1001911	not applicable	not applicable	feces	not applicable	not applicable	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable
