MassiveID	filename	SampleType	YearOfAnalysis	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	Country	LatitudeandLongitude	ENVOEnvironmentMaterial	ATTRIBUTE_Zip
MSV000084355	P38_D2_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D3_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D4_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D5_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D6_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D7_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.28635|-98.3728	soil	73009.0
MSV000084355	P38_D8_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	35.34024|-97.2005	soil	74857.0
MSV000084355	P38_D9_no_no_no_unknown.mzXML	environmental	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America	40.14852|-75.3791	soil	19403.0
MSV000084355	QC_end.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190917060505.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190917085719.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190917120255.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190917150822.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918002552.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918034442.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918065012.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918100902.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918131434.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918162005.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918192542.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190918223112.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190919015002.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190919045533.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190919081422.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190919111949.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	QC_mid_190919142520.mzXML	pool_QC	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America		soil	
MSV000084355	blank_end.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_end_190919230324.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190917053833.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190917084403.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190917114940.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190917145507.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190917180049.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918001237.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918033127.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918063657.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918094228.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918130120.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918160650.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918191227.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190918221755.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190919013647.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190919044216.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190919074751.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190919110634.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
MSV000084355	blank_mid_190919141205.mzXML	blank_analysis	2019	sulfachloropyridazine	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (C18)	United States of America			
