MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	filename_old	ATTRIBUTE_SampleCollectionMethod	ATTRIBUTE_practice_experiment	ATTRIBUTE_lifestage	ATTRIBUTE_treatment	ATTRIBUTE_biologicalreplicate	ATTRIBUTE_technicalreplicate
MSV000097754	Blank_07.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_07	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_07	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_07	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_08.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_08	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_08	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_09.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_09	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_09	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_09	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_10.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_10	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_10	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_11.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_11	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_11	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_12.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_12	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_12	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_13.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_13	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_13	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_13	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_14.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_14	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_14	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_14	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_15.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_15	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_15	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_15	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_16.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_16	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_16	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_16	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_17.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_17	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_17	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_17	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_18.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_18	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_18	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_18	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_19.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_19	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_19	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_19	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_20.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_20	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_20	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_20	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	Blank_prerun.mzML	blank_analysis	blank_analysis	not applicable	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	Blank_prerun	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_Blank_prerun	not applicable			not applicable	not applicable	not applicable	not applicable			Blank_prerun	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_01.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_01	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_01	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_01	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_02.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_02	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_02	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_02	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_03.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_03	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_03	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_04.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_04	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_04	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_04	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_05.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_05	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_05	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_05	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_06.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_06	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_06	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_06	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_07.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_07	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_07	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_07	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_08.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_08	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_08	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_09.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_09	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_09	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_09	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	POOLQC_10.mzML	pool_QC	pool_QC	7640|Arbacia lixula	2025	not applicable	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	POOLQC_10	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_POOLQC_10	not applicable			not applicable	not applicable	not applicable	not applicable			POOLQC_10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_01.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_01	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_01	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_01	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_02.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_02	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_02	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_02	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_03.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_03	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_03	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_04.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_04	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_04	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_04	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_05.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_05	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_05	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_05	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_06.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_06	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_06	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_06	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_07.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_07	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_07	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_07	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_08.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_08	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_08	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_09.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_09	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_09	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_09	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
MSV000097754	QCmix_10.mzML	blank_QC	blank_QC	not applicable	2025	not applicable	methanol-water (1:1)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	QCmix_10	not applicable	not applicable	not applicable		not applicable			not applicable	not applicable		not applicable	not applicable		MSV000097754_QCmix_10	not applicable			not applicable	not applicable	not applicable	not applicable			QCmix_10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
