MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	Depth_Meters	DepthorAltitudeMeters	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	rowid	id
MSV000092347	Er_FE_SFD2_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									186	185
MSV000092347	Er_FE_SFD3_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									187	186
MSV000092347	Er_FE_SFD3_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									188	187
MSV000092347	Er_FE_SFD3_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									189	188
MSV000092347	Er_FE_SFD3_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									190	189
MSV000092347	Er_FE_SFD4_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									191	190
MSV000092347	Er_FE_SFD4_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									192	191
MSV000092347	Er_FE_SFD4_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									193	192
MSV000092347	Er_FE_SFD4_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									194	193
MSV000092347	Er_FE_SFD5_pos_I.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									195	194
MSV000092347	Er_FE_SFD5_pos_II.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									196	195
MSV000092347	Er_FE_SFD5_pos_III.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									197	196
MSV000092347	Er_FE_SFD5_pos_IV.mzXML	algae		87147|Fucus evanescens	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									198	197
MSV000092347	Er_FSC1_inj03pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									199	198
MSV000092347	Er_FSC1_inj04pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									200	199
MSV000092347	Er_FSC1_inj04pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									201	200
MSV000092347	Er_FSC1_pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									202	201
MSV000092347	Er_FSC1_pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									203	202
MSV000092347	Er_FSC1_pos_III.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									204	203
MSV000092347	Er_FSC1_pos_IV.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									205	204
MSV000092347	Er_FSC2_pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									206	205
MSV000092347	Er_FSC2_pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									207	206
MSV000092347	Er_FSC2_pos_III.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									208	207
MSV000092347	Er_FSC2_pos_IV.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									209	208
MSV000092347	Er_FSC3_pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									210	209
MSV000092347	Er_FSC3_pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									211	210
MSV000092347	Er_FSC3_pos_III.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									212	211
MSV000092347	Er_FSC3_pos_IV.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									213	212
MSV000092347	Er_FSC4_pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									214	213
MSV000092347	Er_FSC4_pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									215	214
MSV000092347	Er_FSC4_pos_III.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									216	215
MSV000092347	Er_FSC4_pos_IV.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									217	216
MSV000092347	Er_FSC5_pos_I.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									218	217
MSV000092347	Er_FSC5_pos_II.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									219	218
MSV000092347	Er_FSC5_pos_III.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									220	219
MSV000092347	Er_FSC5_pos_IV.mzXML	algae		87148|Fucus serratus	2022				Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									221	220
MSV000092347	Er_FS_SA_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									222	221
MSV000092347	Er_FS_SA_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									223	222
MSV000092347	Er_FS_SA_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									224	223
MSV000092347	Er_FS_SA_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface, solid-phase adsorption (C18)	methanol (100%)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									225	224
MSV000092347	Er_FS_SD_ch2cl2_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									226	225
MSV000092347	Er_FS_SD_ch2cl2_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									227	226
MSV000092347	Er_FS_SD_ch2cl2_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									228	227
MSV000092347	Er_FS_SD_ch2cl2_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									229	228
MSV000092347	Er_FS_SD_ch3oh_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									230	229
MSV000092347	Er_FS_SD_ch3oh_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									231	230
MSV000092347	Er_FS_SD_ch3oh_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									232	231
MSV000092347	Er_FS_SD_ch3oh_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface, solvent dipping	hexane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									233	232
MSV000092347	Er_FS_SFA1_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									234	233
MSV000092347	Er_FS_SFA1_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									235	234
MSV000092347	Er_FS_SFA1_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									236	235
MSV000092347	Er_FS_SFA1_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									237	236
MSV000092347	Er_FS_SFA2_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									238	237
MSV000092347	Er_FS_SFA2_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									239	238
MSV000092347	Er_FS_SFA2_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									240	239
MSV000092347	Er_FS_SFA2_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									241	240
MSV000092347	Er_FS_SFA3_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									242	241
MSV000092347	Er_FS_SFA3_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									243	242
MSV000092347	Er_FS_SFA3_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									244	243
MSV000092347	Er_FS_SFA3_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									245	244
MSV000092347	Er_FS_SFA4_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									246	245
MSV000092347	Er_FS_SFA4_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									247	246
MSV000092347	Er_FS_SFA4_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									248	247
MSV000092347	Er_FS_SFA4_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									249	248
MSV000092347	Er_FS_SFA5_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									250	249
MSV000092347	Er_FS_SFA5_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									251	250
MSV000092347	Er_FS_SFA5_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									252	251
MSV000092347	Er_FS_SFA5_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after adsorption	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									253	252
MSV000092347	Er_FS_SFD1_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									254	253
MSV000092347	Er_FS_SFD1_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									255	254
MSV000092347	Er_FS_SFD1_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									256	255
MSV000092347	Er_FS_SFD1_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									257	256
MSV000092347	Er_FS_SFD2_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									258	257
MSV000092347	Er_FS_SFD2_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									259	258
MSV000092347	Er_FS_SFD2_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									260	259
MSV000092347	Er_FS_SFD2_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									261	260
MSV000092347	Er_FS_SFD3_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									262	261
MSV000092347	Er_FS_SFD3_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									263	262
MSV000092347	Er_FS_SFD3_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									264	263
MSV000092347	Er_FS_SFD3_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									265	264
MSV000092347	Er_FS_SFD4_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									266	265
MSV000092347	Er_FS_SFD4_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									267	266
MSV000092347	Er_FS_SFD4_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									268	267
MSV000092347	Er_FS_SFD4_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									269	268
MSV000092347	Er_FS_SFD5_pos_I.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									270	269
MSV000092347	Er_FS_SFD5_pos_II.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									271	270
MSV000092347	Er_FS_SFD5_pos_III.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									272	271
MSV000092347	Er_FS_SFD5_pos_IV.mzXML	algae		87148|Fucus serratus	2022	surface-removed (internal), after dipping	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	1	1	Marine biome		Algal material									273	272
MSV000092347	Er_FVW1_pos_I.mzXML	algae		49266|Fucus vesiculosus	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									274	273
MSV000092347	Er_FVW1_pos_II.mzXML	algae		49266|Fucus vesiculosus	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									275	274
MSV000092347	Er_FVW1_pos_III.mzXML	algae		49266|Fucus vesiculosus	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									276	275
MSV000092347	Er_FVW1_pos_IV.mzXML	algae		49266|Fucus vesiculosus	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									277	276
MSV000092347	Er_FVW2_pos_I.mzXML	algae		49266|Fucus vesiculosus	2022	whole organism	dichloromethane-methanol (1:1)		Xevo G2-S QTof|MS:1002276	electrospray ionization (positive)	reverse phase (C18)									07-19	Germany		54.454333|10.198611	0.5	0.5	Marine biome		Algal material									278	277
